User_ID,Description,Browser_Used,Device_Used,Positive
id10748,"This is our first time stayed at Nolitan in New York. The wonderful experience we had during this nine days at Nolitan is unbelieable. The breakfast, afternoon wine and cheese and services are excellent. The room is comfortable that made a big different when you traveling, you feel almost like to stay at home. I am highly recomend this hotel to everyone whomever is making the vacation plan visit New York. Nolitan Hotel location is convience and easy to get every where. For sure, we will choose to stay at Nolitan again when we plan our next visit to New York. Thanks again to all the staffs for your warmest hospitality and great services.",InternetExplorer,Mobile,1
id10749,"Just got back from a week at the Murray Hill Inn. We chose this hotel from the reviews on trip advisor, as they all said pretty much the same thing: a good, bargain hotel in a good location.
We'd read that the hotel doesn't have an elevator so we came prepared with a backpack rather than the suitcase and we'd suggest others do the same. The room was a bit small, but hey, from what I hear that's the norm for Manhattan. Importantly though it was clean. We'd also read from the hundreds of other reviews we'd scoured that bed bugs are a big problem in Manhattan (it was actually on the news while we were there!), but we were fine. I did a suspicious check on the night we arrived and there were none to be seen.
The bathroom was excellent - it was very clean. The shower had excellent pressure and stayed at a constant temperature; it was by far one of the best showers we've ever encountered in our hotel travels. The towels were white and fluffy, if a little small.
The noise from outside was no problem. We were expecting it to be very loud but it wasn't at all. The only thing we noticed was the heating system clanked and wheezed a bit - it didn't trouble us but it might annoy others.
The reception staff were very helpful and friendly - we arrived at the hotel very late on the first night (at about midnight) but it was no problem. They also helped us on the last day when there was an error with our airport transfer - thanks again for that!
Finally, another of the hotel's advantages is the location. It's just around the corner from the Empire State Building and Macy's and the --th street subway is only - blocks down for when you want to go elsewhere. We would also recommend the Brasil Coffee House on the corner of --th and Lexington (a few doors down) for morning coffee-tea with a smile.
Overall - a basic hotel, but for a good price. Clean rooms, helpful staff and good location.",InternetExplorer,Tablet,1
id10750,"Ok well let me start off by saying they STOLE my laptop. Yeah they did the Key test and as i expected - everything came out pointing to ME. Only my key entered the room, what a coinsidence. Im not surprised. When i went to the Front desk and let them know what happened, they looked at each other as to SAY not again - they must get this alot. I still have not heard from the MANAGER or still have not gotten a detail journal from the entries to my ROOM. I believe they HAVE Theifs working for them. BEWARE - TAKE YOUR STUFF with you when you leave your room. Don't buy there EXCUSE that you must have left the door open. I am not the only VICTIM. Lets invest in some security camera on the hallways huh. This is obviously a trend among your employees.",Firefox,Desktop,0
id10751,"My husband and I arrived at LAX at --:-- PM from the east coast, so being very tired we were happy that we didn't have to wait more than -- minutes for the shuttle to the Super -( the driver was very friendly). Luckily I had put their number in my cell phone before we left home because our luggage pick up got moved to terminal - to one of the baggage claim areas where we had to walk about - minutes outside to get there. Upon arriving there I didn't see the courtesy phones that the hotel told me to use to call them. The hotel itself was very basic, about what you would expect from a Super -. The room was very basic, but clean and looked as if it had been recently painted. We were so tired we didn't hear any planes, but we also got up early to get started on our vacation. The breakfast was very skimpy, a few cereals and breads and pastries. No fresh fruit or yogurt , but what really bothered me was the pitcher they kept refilling with milk looked like it had not been cleaned in weeks and the lady working at the desk was not at all friendly. The plus side of this budget motel is the fact that it is right across the street from Avis Car Rental and a few blocks from Budget, which happens to be across the street from the Marriott Renaissance. We had rented from Budget and so after breakfast we just walked ( about - minutes) to the Budget lot, rented our car and drove back to the Super - and check out and were on our way! I did ask if their shuttle could drop us off at the Budget lot on it's way to the airport and was told """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""No"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" in no uncertain terms!",Mozilla,Desktop,0
id10752,"We arrived after a very long day of travel... Check In was quick but there was not a cart for our luggage and cooler.. so many trips back and forth to the car. The room was a suite... the chair in the living are was dirty and the mattress on the pull out bed was not comfortable at all. Overall the room was clean, bed was comfortable, the pool outdoors was cool but the hot tub was hot. Breakfast was nice, the room got really busy as there was a school band there at the same time. Need an over flow room for breakfast. Very close to highway I--- but if I had not called for directions off the highway i would have had a very difficult time finding the hotel.
I would stay here again... NO pets are allowed here- FYI...",InternetExplorer,Desktop,1
id10753,"Our family of four stayed - nights at the Carlyle Suites near Dupont Circle in Washington and had an outstanding experience. The hotel is very clean, the rooms are spacious, and the price was affordable compared to all other places we researched. The location isn't bad at all. An easy ride on the red line puts you in Dupont circle, and you can easily walk a half mile to the hotel. Upon check in, Jordan at the front desk answered our every question and was extremely polite and helpful. You can walk to the White house, only about a mile. And after a long day of seeing the sites, the tempurpedic beds are a welcome sight!! We would recommend the Carlyle to any family staying in the DC area. We would stay again in a heartbeat.",Chrome,Mobile,1
id10754,"Great location to everything. Can walk to all the restaurants, bars and a shopping mall in the Gaslamp District. The room was very nicely decorated with a very comfortable bed. The only thing I didn't like was the bathroom sink. It looked very trendy: square, above counter mounted, but so shallow the water went everywhere and trying to shave was very challenging. Free internet if you sign up with Kimpton. The pool area on the -th floor rooftop was very nice with a great bar area and lots of seating. The hotel had a complementary wine hour in the lobby area which was a very nice touch. My only complaint would be the valet only parking at $---night. Very expensive. I would definitely recommend this hotel.",InternetExplorer,Mobile,1
id10755,"I'm planning a trip to NY in May and the Omni was in my top - hotels that I was researching to stay at. It's my first time to NY so I wanted to make sure I did my research when it came to hotels. I was deeply concerned about the Construction that was underway so I just called the hotel. 
I spoke with someone named Peaches who was completely unprofessional, unfriendly and rude. I understand it's -am in NY right now but you'd think that they'd have someone decent representing their hotel since that could very well be the first impression.
Anyhow she asked who I wanted to be connected to and when I told her reservations, she said they were closed until -am. Okay, that's understandable. I continue to ask her about the construction - she proceeded to talk to me like """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""I"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" was inconveniencing her and put me on hold without sayiing she was going to gather information. I thought she hung up. She picked up the line and then put me on hold again without saying anything, how do I know? Well because I heard her talking to someone else. 
She said that they would be completely finished with the construction in July and had no additional information to give me.
If this is how the customer service is going to be over the phone - I really don't think I'll be staying there. It's really horrible..I was hoping to try a new hotel.
I was wavering on the reservation due to the construction but the customer service completely threw me over the edge. I guess I'll stay somewhere else.",Firefox,Mobile,0
id10756,"As a meeting and event planner this hotel tops the list.
In the spring I planned my company’s annual global sales meeting for -- people. We had domestic and international professionals attending and my task was to find a location where everyone could stay and that offered the meeting and business needs of my group. 
I had a total of -- people booked at the hotel for seven days, and every single person raved about the exceptional service, the beautiful rooms, and extraordinary attentiveness to detail the hotel provided. 
During the daily meetings the conference room was beautiful stocked with teas, coffee, water, candies and never did anything go empty. We elected to have breakfast, lunches and snacks provided for our meeting and the food was always beautifully presented, delicious, and the staff that oversaw our meetings and meals made sure everything was on target and ran without a hitch. 
During one of our days a new product was presented and the staff at the hotel wanted to make it a “special” event so they provided a lovely candy and treat display as a much appreciated and enjoyed bonus. Additionally, the gave our group a complimentary champagne reception in celebration of our product launch. 
The valet staff was warm and helpful, and when our cars were brought to us they were stocked with water bottles – prefect for the drive home for our local staff. Concierge Managed transportation for us for our offsite events, and as with every other detail, the hotel never missed a beat. 
It’s not easy to find a location that offers everything you are looking for, and does it with charm, class and attention to their guests. Hotel ---- knows how to do it, and does it well! If you are looking for a place for a business meeting, or just a wonderful getaway for pleasure, you’d be remiss not to stay at this hotel.",Firefox,Desktop,1
id10757,"My grandson and I stayed here for - nights before our Disney Cruise and for one night after. Yes, they are renovating, but nothing about the renovation interfered with our enjoyment. Rooms are spacious, clean and well appointed.
The staff are incredbily accommodating and the breakfast in the morning was a welcome treat. The location was fine, the hotel itself charming, and we had a great - days there. I would absolutely stay there again!",Google Chrome,Mobile,1
id10758,"What a beautiful hotel and AWSOME location. Right in the middle of down town San Francisco. Located on Market street, a main road through downtown, this hotel is a very old hotel but has wonderful charm. 
REMEMBER THAT THIS IS PART OF THE LUXURY COLLECTION HOTELS!!
Valet parking is VERY expensive, $-- +tax a day with in and out privledges but we never needed our car. There is NO self parking. The valet guys and the doormen were more that willing to help you with any directions that you need.
The """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""F"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" cable car will take you down to Fisherman's Warf. To pick up the car you cross Market Street to the depot. Cost is $-.-- a person and the ticket you get is usually good for - or so hours so be sure to hold onto it. The only problem with this mode of transportation is that once you get down to the Warf it is really difficult to get back. We waited over -- minutes for a car to come and finally decided to walk back. It's about a - hour walk but very, very enjoyable, just be sure to get a map form the hotel before you venture out. 
There are alot of bums in the area which was a little wierd but I guess that you get that is a big city. They really weren't a problem.
There is a lot just in the hotel area to keep you busy. The genuine cable cars run in the area which was really fun to see. Union Square is a must. Like I said before, be sure to get a street map at the hotel it will REALLY help people that have never been to the area before. 
Now to the hotel itself. Very nice but.........the sheets are AWFUL!! They felt like paper and the bed was old and VERY uncomfortable. When you are staying in a -+ star hotel and may be paying alot of money then why can't EVERYTHING be top of the line?? We are Starwood Gold members and so we were hoping for some sort of an upgrade. When we checked in we went to the preferred check in area and were told that we were given a superior king room. Cool right??? Well, wrong. When we entered the room it was a little small, understandable as to the location of this hotel and space is at a premium in the city. The room and bathroom were nice but cramped. When we looked out the window all that we could see was a part of the hotel. Brick wall with windows of other rooms. We thought if this is what gold and a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""superior"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" room (To get gold status you have to either spend $--,--- or spend -- nights in any SPG property in a years time. Not that easy.) then we wonder what a normal not updated room was like. Don't get me wrong, the room was nice, it had its small problems but it was still nice. 
Room service which we didn't use seemed VERY expensive by looking at the menu. We visited the bar, Maxfield's to have a couple of drinks. We sat at the bar and waited several minutes to get waited on. We finally ordered and they also gave us a bowl of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""snack"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" type chips. As we were sitting there enjoying ourselves we noticed that when people left they took the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""snack"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" bowls and emptied part of the chips leaving some in and then refilled them....without washing them!!!! OMG!!! We talked to a rude manager and he said that he would take care of it. So BEWARE of Maxfield's and the drinks were VERY expensive around $---- for liquor and $--- a beer. That was the only experience we had with dining. We did notice that the buffet in the morning was around $----- a person. We went to the Starbucks and the McDonalds down the street instead. There is also a Del Taco, Subway, Westfield shopping center and several other stores and restaurants in the area. Also if you are down at the Warf go to Chippino restaurant and eat. VERY GOOD!! 
Just remember that you are smack dab in downtown and this is a great location. Just beware that if you are spending a lot of money that it's not always what you think it is. You also have to remember that you basically need to add $-- a day +TAX to the room for parking. We don't think that we would stay here again as I'm sure that there are other hotels in the area that may be just as good if not better that we would investigate first. Don't be fooled by the name or the look. It was a great experience but not really worth it. 
Sorry that this review is so long but if you are about to spend the money to stay here we wanted to make sure that you know what to expect.",Firefox,Mobile,0
id10759,"My husband and I stayed at the Palmer House for seven nights during the Thanksgiving holiday. Let me point out that Hilton no longer owns the Palmer House - a New York outfit bought it a couple of years ago. They're undergoing a huge $--- million renovation and the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Chicago"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" charm is being killed off in favor of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""New York-New York!!"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" No offense, but if I want to go to New York City, I'll go. 
I have stayed at the Palmer House dozens of times in the last -- years. The last time prior to this visit was in ----. We decided to give the Palmer House one more try. While the ---- visit certainly lacked lustre, this visit was awful! I remember the graciousness of the hotel. Seeing all the staff happy and better yet, happy to see you! Now - we got the distinct impression we were a bother. The bellmen (and I use the term loosely) look at you when you walk it like you're cramping their style. We saw older guests lugging their cases up the steps, while the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""bellmen"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" yacked on with eachother!! In the entire week we were there, no one opened the door for us - no one greeted us. Shame on these new owners. Don't they know the first thing about customer service? First impressions? Evidently not.
The first room they gave us had a terrible stagnant water smell coming from the bathroom drains. It was horrible and kept us up at night. Furthermore, the carpet had not been vacuumed and the bathroom floor and mirrors were not clean. We had to call housekeeping three times. Each time they would come, they didn't correct the problems! We gave up. We tried to change rooms but were told the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""We're completely sold out..."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" line. We made our reservations for this trip in July!! We're Hilton Honors members - who cares! Anyway, the next day, we changed rooms and while the room was better, we still experienced problems with water, for instance, on two mornings, the water ran brown with silt! Not good.
The restaurant """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Lockwood"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" did not open until Thanksgiving Day, despite being advertised as opening weeks before. We made reservations there for dinner several weeks prior. I must say, the retaurant is terrible!! The whole layout stinks! The ceilings are far too low, the tables are bare, no table cloths, no flowers, no candles. Stark. The flow of the restaurant is tangled at best. No one knows which way to go while making their way to the buffet, which is situated at the far end of the long and narrow restaurant. It's a zig-zig game getting to and from. Not only that, but we ate there for breakfast each morning (simply because our rate included it) and the congestion at the buffet and lack of service was miserable. There are plenty of waiters hanging about, but I don't think the manager has told them what to do yet!! No salt and pepper shakers and silverware one morning. No coffee the next morning. Funny enough, we spoke to the manager of the restaurant and he admitted to us that the restauarnt had been designed by people who had no restaurant planning experience!! No kidding. I'd avoid this place. To think the hotel closed the wonderful French Quarter Restaurant and opened this??!! Unforgivable!! One more thing about this restaurant. The weird music choice. Who wants to hear Janice Joplin while eating Thanksgiving Dinner - or any other time for that matter!! The music was awful. Rap, New Age, Rock, ect. The manager said they were playing the staff's CD's. Wwhhhhaaat??? 
For a good restaurant, try Petterino's, The South Water Kitchen (WONDERFUL!!) and Harry Caray's. There's also a Corner Bakery that serves good coffee, sandwiches and pastries.
Lastly, the decor is no longer tasteful. The lobby looks awful with a bar sticking out in the middle and massive yellow chairs obstructing the once lovely view. There are people guzzling drinks and half eaten plates of food cluttering up tables - in the lobby!! Dreadful. No relaxation there at all anymore. You cannot even walk through it. It's a circus. The carpet choice on the floors we were on -- and then -- is hideous! I describe at as the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""stone-out peacock of pinball wizardry"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". I have a feeling Potter Palmer would flip if he saw this mess!
What are these new owners thinking??? A staff member told us the new owners also bought the old Carson Pirie Scott building directly across the street, which closed in February. I shutter to think.....
Well, with Marshall Field's selling out to Macy's, Carson's closed the Berghoff Restaurant closed, Trader Vic's closed and now the Palmer House in complete shambles...... Chicago is sinking fast. We sure hate to see it go..... What's next, are they going to raze Wrigley Field now? They seem to be the last man standing. Good-bye Chicago.
We did decide on one thing. No more Hilton Hotels for us. Even though Hilton no longer owns the Palmer House, their name is still attached. We're sticking with Marriott, who is fabulous. (We made the switch after our Palmer House trip three years ago)
There are plenty of hotel choices in Chicago. We stayed at the Marriott Renaissance last year and it was great. If we ever get up the nerve to come back to Chicago, that's where we'll be staying.",Edge,Mobile,0
id10760,"Stayed several nights at this hotel. Found the location very good - close to a good selection of restaurants and a Metro station. Felt safe walking in the area after dark. Our room was large with a very comfortable bed and chairs. Enjoyed the wine reception at -pm each day. The hotel is pet friendly so expect to see dogs in the lobby. All we met were well-behaved and charming. Had daily interactions with the front desk and found the staff to be exceptional. They were friendly, helpful, and courteous. Will plan to stay at this hotel again. Only complaint is the lack of a coffee maker in the room. Coffee was available in the lobby in the morning but a coffee maker in the room is my preference.",InternetExplorer,Mobile,1
id10761,"Beds felt like a brick. The toilets flushing on the --nd floor can be heard n the --st. The pipes are old so when people shower early in the morning it sounds like siren. Woke me up every morning around -. Rooms are old and feeli like they need an upgrade. Gym is good and well equipped. Concierge level was crowded so did not use it after the first visit as it took me -- minutes to get a drink. The view restaurant food is ok but not worth --- dollars. I won't be staying here again as it was unpleasant. Room service food is expensive and poor quality. I'm a loyal Marriott gold member, but this feels like a old Courtyard so for those expecting JW quality you are going to be very unhappy.",Mozilla Firefox,Tablet,0
id10762,"This hotel is in a great location with easy access to Georgetown amenities. It is clean with great friendly service. One of the Doorman, Deenny took great care of me on my visit.",Edge,Desktop,1
id10763,"Good price, good location, good service, very pleased. Only problem was a -- minute wait to get linens in the evening. Otherwise, everything was very good. Rooms are well decorated and charasterically small as is common in NYC.",Firefox,Desktop,1
id10764,"This is my second stay in the dream downtown. I will rate my first visit as decent, I got a good deal and the location is fabulous. I decided I could overlook the intense club-like vibe and overwhelming cologne smell in the lobby... because who doesn't want to stay in a spaceship for a few nights? 
Then came my second visit, two words: bad dream. First of all, a warning: If you value sleep do not stay on the --th floor. There is a club on the --th and you can count on the noise going until at least -:--am (I should note, I am not a light sleeper). Today, after a long day of meetings I was looking forward to coming up to my room to relax, NOT SO FAST! Guess what? The walls are paper thin! You idiot, you just moved to the fourth floor but you had better pray that your neighbors are quiet and go to bed at a reasonable hour, or that you have the same taste in music. If like me, however, they decided to crank up the techno music and bring the party to their room, count yourself in as their plus one and hang on for a ride into the middle of the night listening to your walls shake as they yell to be heard. 
I should note: I called the front desk and they sent security, this didn't really do much. The biggest issue is honestly the paper thin walls. It is kind of unreal how much you can hear, every word (so if you plan on having sex or private conversations, take note it will be a community experience for your neighbors).
At this point, I am beyond exhausted. I am paying a premium and haven't slept in two days. Being a frequent business traveller to NYC, I love a good deal that is in this neighborhood, but at this rate you couldn't pay me to return to the dream downtown.
Yes it's trendy, yes you might think $----$--- a night is a good deal... but do not be fooled. Unless your only plan is to party all night and sleep during the day (when it actually was quite peaceful) find another location!
Dream hotel = disaster.",InternetExplorer,Mobile,0
id10765,"New, very clean property with excellent service. The front desk staff was friendly and helpful in all interactions.",InternetExplorer,Desktop,1
id10766,"I highly recommend staying at this hotel, especially if you need to relax after a long flight or getting ready for a long flight. (We flew from Hiroshima, Japan.) Close to LAX, quick & friendly got to check in unbelievably early. Awesome! Food was good, pool- perfect, housekeeping staff considerate, felt safe. 
A high five to the front desk - Thank you Trish! You were incredibly thoughtful...always was thinking two steps ahead when it came to my children and our travels. A job well done! Sempre Fi from one mom to another. Thank you for caring. Warmly, Jackie Allen",IE,Mobile,1
id10767,"Stayed at this hotel for - nights.
Enjoyed the breakfast and liked that they had eggs and bacon available everyday.
The staff was nice and the hotel was clean.
The room was fine but a better desk chair would have made it better.
We were attending meetings in uptown (downtown) Charlotte and stayed each night to have dinner. It did seem that the hotel did not have great proximity to restaurants.
I would certainly stay here again.",InternetExplorer,Mobile,1
id10768,"Stayed in this hotel for - night in a king suite. We had booked a deal through wotif that stated --am check-in & -pm checkout - this worked perfectly for us as we arrived early morning after a long flight from Australia. When we arrived our room wasn't ready - they didn't seem to have any idea that the deal was listed on Wotif. We went for a wonder & had breakfast & our room was ready when we returned at about --.--am. The room was big, a separate bedroom to living area & we had a view of the Hollywood sign! Bed was extremely comfortable, not much other furniture in the room. Nothing wrong with the accommodation, good location if you are wanting to be in Hollywood, we weren't too keen on the area. We had a drink by the pool which was nice, good atmosphere. 
We checked with reception on the day we were to leave that the -pm checkout would be honoured (That was listed on our paperwork). The best they could do was -pm - this was ok with us but I think they need to look at what is being advertised on their suppliers websites as its false advertising!",Edge,Mobile,0
id10769,"We stayed at this hotel for - nights and had a great time. We had a suite on the -th floor with a great view out of the large corner window. Only downside was that the fire station is close and the engines roar thro at all times of the day with sirens going. However, I would not have swapped the room for a quieter one as the advantages outweigh the disadvantage. The rooms were very well appointed and maintained and had everything we needed. The complimentary breakfast is a major plus, although the 'hot' food is not very adventurous but the waffle maker, cereals, fruits, cakes and breads etc more than make up for it, there is something for everyone to give them a good start. The tea- coffee etc in the foyer is available free of charge all day and they usually have complimentary cloudy lemonade and fresh cookies between -pm and -pm.. brilliant! During the - days we encountered differing attitudes at the reception desk but most of the staff were helpful and friendly.
The location is very good for exploring the sights with the metro a couple of blocks away and the whitehouse and the mall about ----- mins easy walk away. There are plenty of food establishments around but not sure about top end restaurants. Personally we were not looking for -star restaurants or hotel and the Hampton would not be classified as such. It is a good quality --- star which is an excellent base for exploring Washington, afterall who wants to luxuriate in their room when you have a terrific city to explore!!
Very pleased with this hotel and would definately recommend it to anyone not looking for - star accomodation, we would definately stay here again.",Mozilla,Mobile,1
id10770,"We spent the first - nights of our honeymoon in New York and stayed at the Affinia Shelburne. Our first impression was that the hotel was very clean and the reception staff gave us a very warm welcome. They then sprang a lovely surprise on us by presenting us with a bottle of champagne and giving us the most beautiful suite on the top floor.
Our room was fabulous and incredibly large and comfortable. It had a bedroom, bathroom, lounge - dining room and a kitchenette. The best surprise of all was when we realised we had a balcony which we could walk out onto and sit to enjoy the most fabulous view of the New York skyline. We had a view of the Empire State building straight ahead and out towards the Chrysler building on the side. How fantastic to sit on a balcony, sipping champagne and enjoying this view.
It is far enough away from the busy areas of Manhattan to be quieter but at the same time we were able to walk to Times Square and the Theatre district in about -- minutes. Plenty of taxis out on Lexington Ave too if you dont want to walk.
This is a great hotel in New York - friendly staff, great location, lovely room and competitively priced. We totally recommend it!",Opera,Desktop,1
id10771,"i thoroughly enjoyed my stay here & have no complaints.
the room was very spacious, clean, and comfortable. with a full kitchen, fireplace, sofa-living room area.
free parking & free wifi (which worked great). friendly & helpful staff. incredible price.
only suggestion i have is to provide """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""do not disturb"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" signs so housekeeping doesn't come knocking at noon.
would stay again for sure if i needed a hotel in the area.",Internet Explorer,Mobile,1
id10772,"Our family recently returned from a one-nighter in Baltimore after staying at the Marriott Courtyard Downtown. Our stay was complimentary as an incentive for acquiring the Marriott Rewards Visa card. Nice perk.
Over the years we have stayed at some of the other properties in the harbor area such as:
Hyatt Regency Baltimore
Holiday Inn Downtown
Renaissance Harborplace
Baltimore Marriott Waterfront
As a comparison point, we were happy with the Courtyard in terms of its cleanliness and great location and see it as a decent option. The hotel is situated on Aliceanna Street near the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Little Italy"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" area. There are quite a number of nice condominiums and hotels nearby as well as some brand name stores such as Haagen-Daas, Starbucks, etc. You have a nice walk (about -- minutes) to the National Aquarium, water taxis and the other amenities nearby. It can get pretty hot during the summer but its manageable. 
Check-in was smooth and the staff were friendly. The lobby was comfortable with the standard """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Courtyard Cafe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""", an attractive bar area and lounge. Our room was large and very clean with the fourth floor offering balcony views of the harbor and the area skyline. 
The fourth floor is also home to a nicely landscaped patio section complete with an indoor pool and fitness center. It's a rather large space where you face an an adjacent office complex connected to the hotel. It's attractive yet somewhat strange to peer in on folks hard at work during your leisure. 
On the downside, this is not a full-service property so there is no one to help with bags and, if you go on the weekend, a strong possibility of no baggage carts readily available. Our breakfast buffet was comped due to very slow service. The staff also seemed stressed and a little inexperienced. It wasn't a big deal as everyone was nice.
Overall, this hotel is a notch above the standard """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Marriott Courtyard"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" but is notihing fancy. I would rank it as a - --- star and a solid choice despite being a few blocks off the water. We were happy and could see us staying again in the future.",Firefox,Mobile,1
id10773,"Yeah I know this place was built in ----, and it says it is still decorated in that type of decor.... BUT they could have at least made the bathroom usable. The sink and tub are rusty and moldy. The mattresses are like sleeping on a hard wood floor. No air or heat, no in room TV or radio & like two electrical outlets in the entire room. Just overall disgusting. Front desk staff was rude, with his feet kicked up on the counter watching TV & eating a big plate of rice and beans. You can bet I WILL NEVER stay here again or recommend this dump, with the rudest staff.",Mozilla,Desktop,0
id10774,"The room might be a - star room, but the bathroom is definitely only - stars. I can see pipe sticking out of the wall in the tub and the water control looks like it's about to fall apart. I'm disappointed--I was looking for a more obviously --star experience.",Edge,Tablet,0
id10775,"Good value for money when compared to the other -more expensive and often more dated- hotels on Michigan Ave. Great location across Grant Park and close to the major landmarks of Chicago. The bar downstairs serves good breakfast, and staff were very friendly, both in the bar and in the hotel.
The bathroom could have been cleaner, but it wasn't dirty. The room itself was spacious and very clean!",Firefox,Tablet,1
id10776,"My standard size room was so spacious that it seemed like a suite. The floor to ceiling window covered almost the entire end of the room -- probably -- feet or so in length -- and allowed lots of light in the room, although the room darkening drapes could be pulled when you wanted to block the morning sun. The large bathroom had a vanity-dressing area and a nice marble style counter, with a separate toilet-shower area.
The service was among the best I have received, with extra special touches like having the front desk call my room an hour or so after check in to ask if I was finding everything okay and to ask if I needed anything else. Later when I needed to go to someplace in town, I was offered a private car shuttle on a gratuity only basis, and I was told they would come pick me up when I was ready as well.
The restaurant food was above average and the prices were very reasonable, even for room service.
The Warwick has great service and is a great value. I highly recommend it.",Edge,Tablet,1
id10777,"The position is great. The rooms are spacious but there are some drawbacks. The lobby is like the departure lounge of a busy airport. The room service is extremely expensive. The concierge is overworked and needs to be chased up. However, the pluses considerably outweigh the minuses.",Internet Explorer,Mobile,1
id10778,"It is so hard to find a good hotel in NYC, when you're going in blind. My brother picked this hotel, he and his wife stayed in one room, my mom and I stayed in another. NYC hotel rooms are notoriously small, these were very generous, could easily have accommodated - more people and still not gotten in each other's way, Full bathroom, lots of room to put your toiletries down. You can request your choice of type of pillow! Good front desk, attractive lobby. Not happy that you had to pay like $- for -- minutes of computer time but maybe this is normal in the city? Only complaint but for me was a big one, was the location. It was a -- minute walk to attractions, and had to cab it more than I would have liked. Aside from that, I would have stayed here again, when I visited the next month.",Mozilla Firefox,Desktop,1
id10779,"This was a real let down.
We were told free internet, the only free net is when you have to stand in the public lobby and log in every -- min.It costs to get wifi in your room!how stupid.
Rooms are dated and the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""amazing city view"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" we were promised was just a view, nothing special.
There is no room in the mini bar for your own stuff and no tea and coffee facilities.
Wish I'd gone somewhere else",Edge,Tablet,0
id10780,"The price was reasonable, rooms were recently remodeled and clean. They also offered the pool with hot tub for the kids, and had a very nice breakfast that included waffles, cereal, bagels and rolls. The kids loved it. We had shuttle to the airport and the hotel staff was very friendly.",Mozilla,Mobile,1
id10781,"We stayed at the hotel for two days. Facility is nice and clean and pretty close to expressway, restaurants and shopping. We stayed on fifth floor and it was quite. Our complain is with lukewarm water in shower. It never got hot. The wifi also keep on dropping of. Breakfast was standard fare. Staff was friendly and attentive",Firefox,Tablet,0
id10782,"My wife and I chose the Lombardy for three nights because my daughter's wedding was held next door, at the Arts Club (another pretty special place). From now on, regardless of my reason for visiting DC, I will return to this wonderful boutique hotel. Everyone was delightful, our small suite overlooking the park was very nice (although the closet was very tight & a higher floor may have been a bit quieter). Most of all, we enjoyed the pleasant and helpful staff. How about this??? When we needed an extra hour for the wedding rehearsal (overbooked next door) the SALES department suggested we use the Venetian lounge .... gartis. That takes """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""on the house"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" to a new level in the hotel industry. We only ate breakfast in the restaurant but it was exceptional. And one tip if you drive into DC; the valet parking was about $-- a night, but well worth it, and our car, with wine and gifts in the back, was always there when we needed it",Edge,Mobile,1
